,pock_volume,pock_volume_st,pock_asa,pock_asa_st,pock_pol_asa,pock_pol_asa_st,pock_apol_asa,pock_apol_asa_st,pock_asa22,pock_asa22_st,pock_pol_asa22,pock_pol_asa22_st,pock_apol_asa22,pock_apol_asa22_st,nb_as,nb_as_st,mean_as_ray,mean_as_ray_st,mean_as_solv_acc,mean_as_solv_acc_st,apol_as_prop,apol_as_prop_st,mean_loc_hyd_dens,mean_loc_hyb_dens_st,hydrophobicity_score,hydrophobicity_score_st,volume_score,volume_score_st,polarity_score,polarity_score_st,charge_score,charge_score_st,prop_polar_atm,prop_polar_atm_st,as_density,as_density_st,as_max_dst,as_max_dst_st,convex_hull_volume,convex_hull_volume_st,nb_abpa,nb_abpa_st,ala,ala_st,arg,arg_st,asn,asn_st,asp,asp_st,cys,cys_st,gln,gln_st,glu,glu_st,gly,gly_st,his,his_st,ile,ile_st,leu,leu_st,lys,lys_st,met,met_st,phe,phe_st,pro,pro_st,ser,ser_st,thr,thr_st,trp,trp_st,tyr,tyr_st,val,val_st,rog_pro_noh,rog_pro_noh_sd,rog_pro_bb,rog_pro_bb_sd,rog_pro_ca,rog_pro_ca_sd,rog_bs_noh,rog_bs_noh_sd,rog_bs_bb,rog_bs_bb_sd,rog_bs_ca,rog_bs_ca_sd,rmsd_pro_noh,rmsd_pro_noh_sd,rmsd_pro_bb,rmsd_pro_bb_st,rmsd_pro_ca,rmsd_pro_ca_sd,rmsd_bs_noh,rmsd_bs_noh_sd,rmsd_bs_bb,rmsd_bs_bb_sd,rmsd_bs_ca,rmsd_bs_ca_sd,b_para,b_anti,h_3.10,halpha,h_pi,turn,bend,random.coil,ip,molecular.weight,aromaticity,instability,gravy,X.g,X.a,X.v,X.l,X.i,X.p,X.f,X.m,X.w,PP1.1,PP2.1,PP3.1,KF1.1,KF2.1,KF3.1,KF4.1,KF5.1,KF6.1,KF7.1,KF8.1,KF9.1,KF10.1,Z1.1,Z2.1,Z3.1,Z4.1,Z5.1,F1.1,F2.1,F3.1,F4.1,F5.1,F6.1,T1.1,T2.1,T3.1,T4.1,T5.1,VHSE1.1,VHSE2.1,VHSE3.1,VHSE4.1,VHSE5.1,VHSE6.1,VHSE7.1,VHSE8.1,ProtFP1.1,ProtFP2.1,ProtFP3.1,ProtFP4.1,ProtFP5.1,ProtFP6.1,ProtFP7.1,ProtFP8.1,ST1.1,ST2.1,ST3.1,ST4.1,ST5.1,ST6.1,ST7.1,ST8.1,BLOSUM1.1,BLOSUM2.1,BLOSUM3.1,BLOSUM4.1,BLOSUM5.1,BLOSUM6.1,BLOSUM7.1,BLOSUM8.1,BLOSUM9.1,BLOSUM10.1,MSWHIM1.1,MSWHIM2.1,MSWHIM3.1,DELTA30
142,360.531,138.224,225.982,80.469,142.326,49.846,83.656,38.173,127.628,53.196,81.873,35.985,45.755,25.093,84.058,50.791,3.97,0.326,0.515,0.078,0.129,0.128,8.365,11.769,11.869,5.687,3.369,0.491,8.329,2.585,1.093,1.153,54.196,7.392,3.73,1.574,9.131,3.645,47.897,50.122,6.303,2.633,0.01,0.099,0.16,0.367,0.0,0.0,0.776,0.714,1.351,0.977,1.425,0.661,0.0,0.0,1.55,0.632,0.806,0.396,0,0,0.0,0.0,0.903,0.825,0.0,0.0,0.985,0.125,0.024,0.153,2.866,0.436,0.675,0.469,0,0,0.718,0.919,0.238,0.435,16.958,0.082,16.314,0.085,16.327,0.087,7.425,0.184,8.057,0.18,7.743,0.199,1.689,0.126,1.271,0.113,1.244,0.113,1.302,0.202,1.002,0.255,0.984,0.267,0.0084,0.3344,0.0252,0.0528,0,0.1796,0.1284,0.2712,5.101,19662.122,0.0857142857142857,58.9714285714285,-0.358857142857142,0.0742857142857142,0.0628571428571428,0.0571428571428571,0.0685714285714285,0.0685714285714285,0.0685714285714285,0.0228571428571428,0.0457142857142857,0.0171428571428571,-29.12,-75.07,-1.810000000000001,2.599999999999999,-53.28,2.340000000000003,4.009999999999999,-16.66,-27.33,-0.1999999999999994,1.580000000000003,-15.05,-25.22,19.68999999999999,-101.43,-13.24,-85.94,47.71,-48.479,-17.38199999999999,-35.79899999999999,56.253,10.401,-22.465,-1071.77,-37.06,7.290000000000003,40.14,157.53,-6.539999999999996,-35.19000000000001,-50.36,-8.490000000000006,-24.54000000000001,-49.52,25.04999999999999,-10.0,-112.31,-174.39,-41.24,17.51,-24.05,22.79,26.53,-8.720000000000002,-201.994,-49.854,-44.043,-6.035000000000001,-16.705,-84.58000000000001,28.863,49.582,31.02,-39.66,-13.85,-2.04,-8.290000000000001,22.52,11.07,-2.029999999999999,18.46,17.77,-63.86,98.79,-97.3,-0.6
143,377.538,134.175,224.594,77.17,111.754,39.153,112.839,46.861,126.591,57.016,65.442,29.852,61.149,36.67,105.16,39.614,3.94,0.115,0.496,0.041,0.223,0.11,15.871,11.395,13.777,5.31,3.188,0.338,8.07,1.846,0.693,1.22,49.761,4.505,3.805,1.478,10.381,3.681,52.247,54.108,8.005,2.4,0.002,0.045,0.292,0.459,0.0,0.0,0.732,0.463,1.904,0.963,1.707,0.494,0.0,0.0,2.002,0.701,0.71,0.454,0,0,0.0,0.0,0.423,0.694,0.0,0.0,1.0,0.032,0.002,0.045,2.831,0.38,0.988,0.113,0,0,0.387,0.708,0.521,0.574,16.996,0.058,16.364,0.062,16.382,0.062,7.356,0.181,7.982,0.185,7.648,0.203,1.664,0.122,1.155,0.094,1.122,0.096,1.499,0.165,0.911,0.164,0.899,0.191,0.0084,0.3221,0.0269,0.0603,0,0.1749,0.1288,0.2786,5.101,19644.0836,0.0857142857142857,58.3234285714285,-0.348,0.0742857142857142,0.0628571428571428,0.0571428571428571,0.0742857142857142,0.0685714285714285,0.0685714285714285,0.0228571428571428,0.04,0.0171428571428571,-29.2,-75.07,-1.970000000000001,2.959999999999999,-53.46,2.520000000000003,3.639999999999999,-19.21,-30.9,0.5000000000000006,0.7100000000000029,-13.33,-24.56,18.25999999999999,-102.51,-15.2,-88.6,49.53,-48.165,-17.59999999999999,-35.373,59.07,10.93,-22.34099999999999,-1072.07,-37.76,9.140000000000002,39.95,158.34,-6.189999999999996,-34.59,-50.43,-9.290000000000004,-24.55,-50.99,25.99,-9.940000000000001,-111.66,-175.91,-41.93,17.99,-25.88000000000001,23.8,29.43,-9.730000000000002,-202.127,-50.731,-44.663,-6.551000000000001,-17.099,-84.619,28.386,50.231,30.57,-39.93,-13.76,-1.68,-8.5,22.49,11.12,-2.089999999999999,18.58,17.39,-63.9,98.51,-97.14,0.0
144,473.96,133.762,288.351,75.362,167.164,45.089,121.187,39.314,155.149,48.567,100.155,35.051,54.994,22.352,156.316,61.529,3.917,0.16,0.49,0.044,0.17,0.114,20.924,20.853,13.948,4.841,3.523,0.329,9.849,1.937,1.95,1.003,49.895,4.384,4.347,1.14,10.59,2.565,92.693,67.987,8.923,2.835,0.0,0.0,0.559,0.499,0.0,0.0,0.677,0.617,2.349,1.029,1.948,0.259,0.0,0.0,1.762,0.634,0.937,0.245,0,0,0.0,0.0,1.131,0.611,0.0,0.0,0.996,0.071,0.0,0.0,2.968,0.204,0.861,0.347,0,0,0.768,0.755,0.591,0.498,16.858,0.055,16.22,0.055,16.231,0.055,7.178,0.096,7.735,0.095,7.383,0.092,1.533,0.136,1.005,0.107,0.987,0.113,1.313,0.138,0.649,0.082,0.591,0.091,0.0084,0.3266,0.019,0.0577,0,0.183,0.1352,0.2701,5.101,19662.122,0.0857142857142857,58.9714285714285,-0.354857142857143,0.0742857142857142,0.0628571428571428,0.0571428571428571,0.0628571428571428,0.0742857142857142,0.0685714285714285,0.0228571428571428,0.0457142857142857,0.0171428571428571,-29.16,-75.15,-1.750000000000001,2.909999999999999,-53.44,4.370000000000003,4.339999999999999,-16.65,-25.25,-1.989999999999999,2.850000000000003,-14.84,-27.93,20.07999999999999,-101.86,-13.46,-86.06,47.13,-48.155,-17.974,-35.693,55.083,9.668999999999999,-21.897,-1071.64,-37.62,7.630000000000003,40.09,157.3,-6.629999999999996,-35.4,-50.42,-9.490000000000006,-24.46,-49.76000000000001,24.81,-9.510000000000002,-111.49,-174.79,-42.02,17.97,-22.69000000000001,21.8,28.55,-9.130000000000003,-201.953,-50.485,-44.43,-6.073000000000001,-16.482,-84.51400000000001,28.953,48.947,30.97,-39.93,-13.73,-1.49,-8.92,22.46,10.83,-1.98,18.68,18.0,-64.03,98.9,-97.39,-2.7
145,456.202,140.541,287.38,85.908,155.978,55.884,131.402,46.648,160.065,58.779,89.256,40.998,70.81,33.223,136.591,47.409,3.889,0.265,0.47,0.05,0.217,0.127,21.725,16.539,12.987,4.665,3.589,0.407,9.637,2.119,1.758,0.858,47.388,6.184,4.711,1.349,11.467,3.198,89.263,65.363,8.488,2.567,0.01,0.099,0.113,0.32,0.0,0.0,0.753,0.518,1.723,0.726,1.402,0.526,0.0,0.0,1.619,0.528,0.875,0.332,0,0,0.0,0.0,1.523,0.694,0.0,0.0,0.988,0.113,0.0,0.0,2.939,0.31,0.84,0.368,0,0,1.192,0.838,0.202,0.402,16.995,0.051,16.364,0.056,16.372,0.055,7.285,0.108,7.821,0.093,7.428,0.101,1.749,0.124,1.237,0.098,1.21,0.1,1.139,0.137,0.815,0.117,0.781,0.145,0.0085,0.3327,0.0247,0.0556,0,0.1786,0.1422,0.2577,5.101,19671.1089,0.0857142857142857,58.3234285714285,-0.363428571428571,0.0742857142857142,0.0628571428571428,0.0571428571428571,0.0742857142857142,0.0685714285714285,0.0685714285714285,0.0228571428571428,0.04,0.0171428571428571,-28.79,-74.82,-2.520000000000001,3.289999999999998,-52.45,2.240000000000002,4.029999999999999,-18.82,-30.1,2.3,3.090000000000003,-11.26,-26.06,18.91999999999999,-99.82,-15.31,-88.36,50.47000000000001,-48.679,-17.692,-34.72199999999999,58.091,10.356,-22.878,-1069.25,-36.45,9.620000000000003,39.9,157.69,-6.509999999999995,-33.73,-49.73,-8.190000000000005,-24.78000000000001,-50.41,27.36,-10.85,-111.97,-172.55,-41.12,16.74,-25.64,24.17,30.34,-12.32,-201.672,-50.477,-44.397,-6.716000000000001,-16.731,-82.92200000000001,28.08,49.785,31.24,-39.26,-14.23,-0.9899999999999994,-8.58,22.78,11.08,-1.859999999999999,16.76,17.38,-62.96,98.1,-96.8,-0.5
146,511.653,125.373,329.465,73.094,185.894,47.599,143.571,35.491,178.436,55.684,110.366,41.363,68.071,25.038,155.592,47.844,3.929,0.159,0.467,0.043,0.228,0.094,21.956,12.929,10.639,5.086,3.604,0.297,10.772,1.715,1.588,0.746,46.172,4.726,4.999,0.941,12.586,2.379,113.444,64.8,8.424,2.425,0.001,0.032,0.11,0.316,0.006,0.077,1.258,0.611,1.79,0.819,1.471,0.515,0.0,0.0,2.007,0.744,0.955,0.209,0,0,0.0,0.0,1.781,0.539,0.0,0.0,0.993,0.089,0.0,0.0,2.965,0.22,0.932,0.253,0,0,1.294,0.742,0.284,0.451,17.042,0.053,16.428,0.059,16.435,0.058,7.242,0.103,7.704,0.109,7.343,0.104,1.824,0.134,1.368,0.129,1.35,0.125,1.246,0.126,0.881,0.099,0.827,0.113,0.0084,0.337,0.02,0.0542,0,0.1838,0.133,0.2636,5.101,19644.0836,0.0857142857142857,58.3234285714285,-0.348,0.0742857142857142,0.0628571428571428,0.0571428571428571,0.0742857142857142,0.0685714285714285,0.0685714285714285,0.0228571428571428,0.04,0.0171428571428571,-29.2,-75.07,-1.970000000000001,2.959999999999999,-53.46,2.520000000000003,3.639999999999999,-19.21,-30.9,0.5000000000000006,0.7100000000000029,-13.33,-24.56,18.25999999999999,-102.51,-15.2,-88.6,49.53,-48.165,-17.59999999999999,-35.373,59.07,10.93,-22.34099999999999,-1072.07,-37.76,9.140000000000002,39.95,158.34,-6.189999999999996,-34.59,-50.43,-9.290000000000004,-24.55,-50.99,25.99,-9.940000000000001,-111.66,-175.91,-41.93,17.99,-25.88000000000001,23.8,29.43,-9.730000000000002,-202.127,-50.731,-44.663,-6.551000000000001,-17.099,-84.619,28.386,50.231,30.57,-39.93,-13.76,-1.68,-8.5,22.49,11.12,-2.089999999999999,18.58,17.39,-63.9,98.51,-97.14,-0.1
147,394.415,151.653,244.997,86.624,135.963,50.833,109.034,42.269,133.611,54.08,79.139,36.802,54.472,24.852,106.749,51.488,3.867,0.462,0.499,0.08,0.185,0.128,13.629,13.119,15.638,5.425,3.357,0.503,8.214,2.392,1.502,1.074,48.443,7.592,3.891,1.34,9.689,3.259,64.02,56.868,6.919,2.697,0.001,0.032,0.372,0.483,0.0,0.0,0.456,0.564,2.139,0.996,1.76,0.513,0.0,0.0,1.489,0.628,0.811,0.392,0,0,0.0,0.0,0.775,0.655,0.0,0.0,0.947,0.226,0.001,0.032,2.756,0.583,0.865,0.343,0,0,0.419,0.638,0.631,0.485,16.888,0.043,16.247,0.045,16.261,0.044,7.259,0.107,7.815,0.096,7.48,0.105,1.662,0.12,1.121,0.073,1.093,0.073,1.486,0.186,0.755,0.105,0.722,0.12,0.0084,0.3227,0.0259,0.0535,0,0.1733,0.1432,0.273,5.101,19644.0836,0.0857142857142857,58.3234285714285,-0.348,0.0742857142857142,0.0628571428571428,0.0571428571428571,0.0742857142857142,0.0685714285714285,0.0685714285714285,0.0228571428571428,0.04,0.0171428571428571,-29.2,-75.07,-1.970000000000001,2.959999999999999,-53.46,2.520000000000003,3.639999999999999,-19.21,-30.9,0.5000000000000006,0.7100000000000029,-13.33,-24.56,18.25999999999999,-102.51,-15.2,-88.6,49.53,-48.165,-17.59999999999999,-35.373,59.07,10.93,-22.34099999999999,-1072.07,-37.76,9.140000000000002,39.95,158.34,-6.189999999999996,-34.59,-50.43,-9.290000000000004,-24.55,-50.99,25.99,-9.940000000000001,-111.66,-175.91,-41.93,17.99,-25.88000000000001,23.8,29.43,-9.730000000000002,-202.127,-50.731,-44.663,-6.551000000000001,-17.099,-84.619,28.386,50.231,30.57,-39.93,-13.76,-1.68,-8.5,22.49,11.12,-2.089999999999999,18.58,17.39,-63.9,98.51,-97.14,0.0
148,455.186,135.543,279.899,78.859,162.171,49.281,117.728,42.646,152.984,51.61,88.837,33.619,64.147,30.838,117.424,45.873,3.926,0.3,0.48,0.058,0.137,0.108,11.659,12.435,16.76,6.013,3.539,0.42,9.133,2.015,1.921,0.907,49.991,5.991,4.256,1.191,10.389,2.925,83.948,61.249,8.392,2.742,0.031,0.173,0.315,0.475,0.0,0.0,0.439,0.582,2.14,0.998,1.459,0.52,0.0,0.0,1.91,0.451,0.931,0.255,0,0,0.0,0.0,1.114,0.541,0.0,0.0,0.992,0.094,0.022,0.147,2.887,0.391,0.763,0.426,0,0,1.225,1.191,0.455,0.498,16.887,0.046,16.221,0.05,16.234,0.049,7.131,0.117,7.699,0.113,7.346,0.105,1.807,0.19,1.329,0.175,1.297,0.174,1.405,0.146,0.735,0.111,0.668,0.112,0.0084,0.3328,0.0254,0.056,0,0.1812,0.1362,0.26,4.949,19644.0836,0.0857142857142857,58.3234285714285,-0.348,0.0742857142857142,0.0628571428571428,0.0571428571428571,0.0742857142857142,0.0685714285714285,0.0685714285714285,0.0228571428571428,0.04,0.0171428571428571,-30.81,-76.1,-3.030000000000001,4.799999999999999,-55.06,2.525757381022231e-15,1.019999999999999,-16.63,-31.81,-0.1199999999999995,-1.199999999999997,-12.82,-25.77,13.07999999999999,-104.74,-9.860000000000003,-89.89,51.7,-47.343,-20.016,-36.453,59.27,14.829,-26.177,-1077.41,-45.19,9.770000000000003,39.98,158.11,-4.499999999999996,-36.21,-52.17,-10.51000000000001,-26.11,-53.8,24.49999999999999,-7.210000000000001,-112.69,-184.82,-39.69,16.92,-30.77000000000001,19.5,29.07,-10.35,-203.117,-51.869,-44.717,-6.521000000000001,-17.659,-85.80900000000001,27.151,48.483,30.44000000000001,-40.8,-12.52,-1.94,-11.02,20.27,11.31,-2.619999999999999,18.38,17.61,-64.11,98.97,-98.74,-0.6
149,378.337,153.013,227.315,90.337,124.144,45.589,103.171,51.034,124.971,57.793,63.606,30.706,61.365,34.483,117.793,54.441,3.852,0.435,0.475,0.066,0.187,0.135,20.375,20.392,11.436,4.38,3.407,0.552,8.765,2.58,1.322,0.962,50.088,8.097,3.796,1.59,9.326,3.649,57.389,57.855,7.999,2.683,0.004,0.063,0.06,0.242,0.003,0.055,0.523,0.565,1.304,0.673,1.913,0.348,0.0,0.0,1.5,0.548,0.617,0.487,0,0,0.0,0.0,1.168,0.866,0.0,0.0,0.984,0.129,0.0,0.0,2.91,0.415,0.822,0.386,0,0,0.749,0.795,0.132,0.339,16.947,0.046,16.327,0.05,16.34,0.049,7.233,0.109,7.775,0.096,7.382,0.106,1.644,0.128,1.182,0.119,1.159,0.119,1.264,0.202,0.832,0.135,0.765,0.154,0.0084,0.3331,0.0252,0.0541,0,0.1781,0.1357,0.2654,5.101,19644.0836,0.0857142857142857,58.3234285714285,-0.348,0.0742857142857142,0.0628571428571428,0.0571428571428571,0.0742857142857142,0.0685714285714285,0.0685714285714285,0.0228571428571428,0.04,0.0171428571428571,-29.2,-75.07,-1.970000000000001,2.959999999999999,-53.46,2.520000000000003,3.639999999999999,-19.21,-30.9,0.5000000000000006,0.7100000000000029,-13.33,-24.56,18.25999999999999,-102.51,-15.2,-88.6,49.53,-48.165,-17.59999999999999,-35.373,59.07,10.93,-22.34099999999999,-1072.07,-37.76,9.140000000000002,39.95,158.34,-6.189999999999996,-34.59,-50.43,-9.290000000000004,-24.55,-50.99,25.99,-9.940000000000001,-111.66,-175.91,-41.93,17.99,-25.88000000000001,23.8,29.43,-9.730000000000002,-202.127,-50.731,-44.663,-6.551000000000001,-17.099,-84.619,28.386,50.231,30.57,-39.93,-13.76,-1.68,-8.5,22.49,11.12,-2.089999999999999,18.58,17.39,-63.9,98.51,-97.14,-0.2
150,464.986,120.586,301.032,70.489,162.61,41.183,138.422,42.519,158.761,49.784,89.138,34.381,69.623,26.667,128.388,49.462,3.928,0.185,0.487,0.066,0.191,0.127,19.483,17.735,19.435,6.983,3.534,0.356,8.829,2.034,1.57,0.987,48.441,4.819,4.334,0.996,10.76,2.52,89.31,55.674,8.03,2.384,0.002,0.045,0.191,0.393,0.0,0.0,0.649,0.742,2.808,0.84,1.284,0.505,0.0,0.0,1.818,0.642,0.922,0.27,0,0,0.0,0.0,1.106,0.6,0.0,0.0,0.984,0.129,0.016,0.125,2.926,0.305,0.498,0.5,0,0,1.253,0.967,0.746,0.49,16.869,0.049,16.234,0.049,16.241,0.048,7.206,0.138,7.764,0.115,7.437,0.116,1.686,0.108,1.162,0.1,1.123,0.099,1.316,0.337,0.841,0.119,0.815,0.153,0.0084,0.3226,0.023,0.0514,0,0.18,0.1387,0.2759,5.101,19678.0998,0.0914285714285714,58.3234285714285,-0.353714285714285,0.0742857142857142,0.0628571428571428,0.0571428571428571,0.0685714285714285,0.0685714285714285,0.0685714285714285,0.0285714285714285,0.04,0.0171428571428571,-29.15,-74.62,-2.310000000000001,3.789999999999999,-52.48,2.400000000000003,3.309999999999999,-18.44,-29.66,0.2100000000000006,2.570000000000003,-12.07,-25.93,18.31999999999999,-99.27,-12.65,-87.34,48.07,-48.118,-18.435,-34.74,57.14,10.406,-22.215,-1067.2,-38.98,9.000000000000002,37.23,157.88,-6.029999999999996,-34.05,-49.83000000000001,-8.650000000000006,-24.52,-49.34,24.58,-9.520000000000001,-110.66,-173.7,-39.33,16.24,-24.67000000000001,22.54,28.61,-8.170000000000002,-201.32,-50.328,-43.621,-6.712000000000002,-17.411,-85.07400000000001,28.258,50.638,30.36,-38.06,-13.19,-0.8899999999999995,-9.08,22.44,10.99,-2.139999999999999,19.45,16.12,-62.4,98.64,-97.32,-0.4
151,437.738,140.609,272.992,85.53,169.934,54.519,103.058,36.985,149.54,52.762,94.051,37.075,55.488,23.855,122.096,47.362,3.929,0.17,0.488,0.05,0.114,0.095,9.867,12.321,15.02,5.049,3.511,0.364,9.428,2.248,1.868,1.026,52.75,4.999,4.396,1.42,10.623,3.184,81.799,71.912,7.982,2.733,0.161,0.368,0.478,0.5,0.0,0.0,0.539,0.631,2.049,0.908,1.872,0.365,0.0,0.0,1.971,0.608,0.934,0.25,0,0,0.0,0.0,0.995,0.735,0.0,0.0,0.979,0.147,0.047,0.212,2.899,0.348,0.624,0.485,0,0,1.087,1.189,0.502,0.5,16.908,0.055,16.258,0.057,16.271,0.057,7.115,0.125,7.691,0.119,7.362,0.118,1.65,0.128,1.115,0.105,1.1,0.101,1.504,0.204,0.915,0.255,0.857,0.248,0.0083,0.3363,0.0256,0.0649,0,0.1655,0.1312,0.2682,5.294,19644.0836,0.0857142857142857,58.3234285714285,-0.348,0.0742857142857142,0.0628571428571428,0.0571428571428571,0.0742857142857142,0.0685714285714285,0.0685714285714285,0.0228571428571428,0.04,0.0171428571428571,-29.44,-74.4,-0.9400000000000008,1.489999999999999,-52.9,3.950000000000002,3.999999999999999,-18.5,-30.43,3.490000000000001,1.380000000000003,-14.1,-27.81,16.45999999999999,-102.49,-18.13,-87.87,49.39,-47.927,-16.263,-34.99399999999999,59.236,11.333,-20.72499999999999,-1070.42,-36.77999999999999,8.030000000000003,39.95,157.6,-6.059999999999996,-35.53,-49.88,-8.220000000000004,-21.90000000000001,-52.93,27.56999999999999,-11.84,-108.42,-174.78,-39.3,24.75,-27.75000000000001,27.12000000000001,29.8,-14.86,-201.83,-51.07,-44.132,-6.635000000000002,-17.787,-84.143,28.911,50.582,30.46,-39.5,-15.12,-2.009999999999999,-6.680000000000001,23.22,13.32,-3.359999999999999,18.45,18.11,-63.74,100.32,-95.92,-0.5
152,364.379,113.773,231.84,66.274,127.16,41.003,104.68,33.01,111.91,43.36,64.031,29.018,47.879,21.844,110.908,42.111,3.846,0.291,0.473,0.054,0.17,0.107,14.515,13.223,13.159,4.65,3.321,0.396,8.333,2.049,1.589,0.877,49.22,5.655,3.757,1.153,9.458,3.087,51.321,45.648,7.956,2.458,0.0,0.0,0.081,0.276,0.0,0.0,0.429,0.587,1.645,0.61,1.433,0.534,0.0,0.0,1.81,0.551,0.882,0.324,0,0,0.0,0.0,1.055,0.594,0.0,0.0,0.992,0.094,0.009,0.094,2.923,0.331,0.93,0.257,0,0,0.6,0.784,0.138,0.351,16.926,0.053,16.292,0.054,16.304,0.053,7.109,0.105,7.682,0.108,7.318,0.11,1.65,0.124,1.136,0.104,1.111,0.104,1.298,0.226,0.83,0.109,0.784,0.116,0.0083,0.3315,0.0237,0.0502,0,0.1878,0.1414,0.2571,5.101,19619.0741,0.0857142857142857,57.3302857142857,-0.301714285714285,0.0742857142857142,0.0628571428571428,0.0571428571428571,0.08,0.0685714285714285,0.0628571428571428,0.0228571428571428,0.04,0.0171428571428571,-29.66,-75.16,-1.190000000000001,1.139999999999999,-54.45,3.520000000000002,2.609999999999999,-21.95,-33.52,-1.569999999999999,1.810000000000003,-14.56,-21.25,16.27999999999999,-105.65,-15.94,-90.07,48.38,-46.173,-15.662,-35.141,62.139,7.693999999999999,-21.84699999999999,-1075.78,-36.31,9.580000000000002,41.98,159.9,-4.759999999999995,-35.33,-50.82,-10.71,-24.73,-51.17,25.81999999999999,-13.6,-102.7,-180.36,-46.93,18.21,-24.27000000000001,26.48,29.93,-9.930000000000001,-202.585,-51.242,-45.282,-6.488000000000001,-16.78,-84.71100000000001,28.13,50.868,28.03000000000001,-40.86,-13.73,0.0600000000000005,-7.53,25.47,10.83,-2.589999999999999,18.8,16.87,-65.31,98.11,-97.4,-1.0
153,312.978,134.738,185.782,75.283,94.596,41.008,91.186,40.118,100.467,52.288,54.991,30.478,45.476,27.422,85.556,39.774,3.813,0.572,0.487,0.09,0.239,0.148,14.413,11.97,9.557,6.009,3.167,0.611,8.106,2.682,0.751,1.216,48.062,8.796,3.303,1.722,9.269,4.589,40.766,49.875,6.466,2.491,0.0,0.0,0.09,0.286,0.0,0.0,0.846,0.653,1.38,0.643,1.689,0.574,0.0,0.0,1.754,0.749,0.667,0.555,0,0,0.0,0.0,0.84,0.834,0.0,0.0,0.965,0.186,0.0,0.0,2.756,0.639,0.905,0.295,0,0,0.313,0.511,0.145,0.358,16.958,0.056,16.298,0.05,16.318,0.05,7.224,0.129,7.827,0.137,7.462,0.147,1.686,0.108,1.131,0.092,1.083,0.094,1.382,0.176,0.766,0.095,0.721,0.097,0.0084,0.3265,0.019,0.0519,0,0.1786,0.153,0.2626,5.269,19603.0781,0.08,56.0651428571428,-0.317142857142857,0.0742857142857142,0.0628571428571428,0.0571428571428571,0.08,0.0685714285714285,0.0685714285714285,0.0228571428571428,0.04,0.0171428571428571,-30.52,-75.27,-1.260000000000001,0.5999999999999986,-54.66,1.130000000000003,2.279999999999999,-19.25,-31.85,-0.9199999999999996,0.1000000000000027,-11.67,-20.2,17.23999999999999,-104.8,-15.42,-84.12,51.27,-46.684,-15.534,-36.403,60.501,12.342,-23.00699999999999,-1076.54,-40.03999999999999,8.310000000000002,41.65,158.17,-4.909999999999996,-36.49,-51.05,-10.79,-24.44000000000001,-51.75,28.15999999999999,-8.98,-104.92,-181.57,-44.06,20.08,-27.26000000000001,23.87,25.62,-13.97,-202.824,-51.546,-45.453,-7.078000000000001,-17.43,-83.441,30.292,49.531,29.93,-41.28,-13.99,-0.3299999999999995,-8.5,22.6,12.09,-1.97,16.86,17.94,-65.07000000000001,98.24,-97.62,-0.7
154,453.439,116.612,285.788,71.407,161.909,41.793,123.879,39.645,144.703,45.387,80.902,28.558,63.8,27.148,138.43,49.724,3.921,0.296,0.483,0.055,0.153,0.101,16.161,15.157,15.32,5.121,3.384,0.348,8.932,1.706,1.921,0.992,48.69,5.366,4.092,0.881,10.529,2.62,78.403,49.993,8.141,2.402,0.001,0.032,0.376,0.516,0.0,0.0,0.409,0.558,2.511,0.98,1.827,0.459,0.0,0.0,1.946,0.543,0.937,0.245,0,0,0.0,0.0,1.017,0.492,0.0,0.0,0.99,0.104,0.011,0.104,2.935,0.315,0.859,0.349,0,0,0.572,0.643,0.528,0.513,16.843,0.046,16.213,0.046,16.223,0.045,7.12,0.092,7.684,0.085,7.319,0.086,1.651,0.114,1.098,0.09,1.077,0.091,1.391,0.143,0.707,0.093,0.667,0.103,0.0084,0.3241,0.0224,0.0534,0,0.1795,0.138,0.2742,5.101,19644.0836,0.0857142857142857,58.3234285714285,-0.348,0.0742857142857142,0.0628571428571428,0.0571428571428571,0.0742857142857142,0.0685714285714285,0.0685714285714285,0.0228571428571428,0.04,0.0171428571428571,-29.2,-75.07,-1.970000000000001,2.959999999999999,-53.46,2.520000000000003,3.639999999999999,-19.21,-30.9,0.5000000000000006,0.7100000000000029,-13.33,-24.56,18.25999999999999,-102.51,-15.2,-88.6,49.53,-48.165,-17.59999999999999,-35.373,59.07,10.93,-22.34099999999999,-1072.07,-37.76,9.140000000000002,39.95,158.34,-6.189999999999996,-34.59,-50.43,-9.290000000000004,-24.55,-50.99,25.99,-9.940000000000001,-111.66,-175.91,-41.93,17.99,-25.88000000000001,23.8,29.43,-9.730000000000002,-202.127,-50.731,-44.663,-6.551000000000001,-17.099,-84.619,28.386,50.231,30.57,-39.93,-13.76,-1.68,-8.5,22.49,11.12,-2.089999999999999,18.58,17.39,-63.9,98.51,-97.14,0.0
